Frame;leftX;leftY;Area
526;405;250;63
527;405;250;0
528;405;250;0
529;405;250;0
530;405;250;0
531;405;250;0
532;405;250;0
533;405;250;0
534;405;250;0
535;405;250;0
536;405;250;0
537;405;250;0
538;405;250;0
539;405;250;0
540;405;250;0
541;405;250;0
542;405;250;0
543;405;250;0
544;405;250;0
545;405;250;0
546;405;250;0
547;405;250;0
548;405;250;0
549;405;250;0
550;405;250;0
551;405;250;0
552;405;250;0
553;405;250;0
554;405;250;0
555;405;250;0
556;371;247;226
557;352;227;167
558;353;228;169
559;355;227;169
560;355;249;175
561;354;227;173
562;352;229;176
563;354;250;183
564;355;229;174
565;355;229;176
566;359;228;160
567;366;229;182
568;367;227;187
569;364;229;181
570;370;232;163
571;364;230;166
572;372;231;162
573;364;231;189
574;364;230;167
575;365;230;191
576;367;249;200
577;369;249;198
578;365;248;0
579;362;230;170
580;357;249;200
581;377;251;208
582;365;229;201
583;366;249;208
584;379;229;232
585;380;242;225
586;382;240;263
587;382;240;267
588;382;240;258
589;382;240;239
590;382;240;238
591;382;240;228
592;382;240;218
593;382;240;218
594;382;240;214
595;382;240;229
596;382;240;209
597;382;240;217
598;410;242;175
599;410;242;175
600;410;242;173
601;410;242;212
602;410;242;168
603;410;242;31
604;410;242;0
605;412;229;0
606;412;229;0
607;412;229;0
608;410;242;99
609;410;242;194
610;385;229;177
611;385;229;199
612;364;249;198
613;363;249;198
614;363;229;170
615;385;248;202
616;370;230;192
617;365;230;186
618;385;248;190
619;363;230;172
620;363;230;164
621;361;230;155
622;380;247;209
623;358;230;148
624;357;230;144
625;365;231;152
626;351;231;137
627;352;229;135
628;358;248;146
629;357;247;188
630;347;230;127
631;351;247;183
632;349;249;126
633;341;231;121
634;341;231;119
635;339;230;106
636;339;230;102
637;348;249;129
638;345;233;119
639;346;233;113
640;348;232;112
641;340;232;102
642;361;246;164
643;343;230;110
644;363;246;164
645;350;231;113
646;356;232;110
647;348;232;99
648;349;231;86
649;359;246;157
650;360;246;156
651;360;246;136
652;371;248;138
653;372;249;140
654;372;249;146
655;372;249;141
656;372;249;133
657;372;249;141
658;372;249;133
659;372;249;131
660;372;249;137
661;372;249;145
662;372;249;142
663;372;249;143
664;368;226;20
665;368;226;29
666;373;241;0
667;369;255;153
668;369;255;153
669;378;241;113
670;371;256;157
671;380;254;167
672;372;257;172
673;381;256;120
674;373;242;87
675;373;257;101
676;372;257;97
677;371;259;156
678;370;261;98
679;371;260;105
680;370;260;157
681;370;260;106
682;369;244;100
683;368;261;103
684;371;261;108
685;370;244;102
686;378;244;113
687;378;243;105
688;378;259;157
689;361;258;97
690;368;243;95
691;360;259;98
692;372;258;154
693;372;258;157
694;361;242;62
695;369;258;157
696;380;258;162
697;370;258;161
698;380;259;160
699;380;243;121
700;379;259;121
701;379;259;118
702;372;254;169
703;379;239;117
704;380;250;134
705;378;237;134
706;378;237;131
707;378;237;164
708;378;237;165
709;378;237;159
710;377;249;153
711;376;249;123
712;376;249;143
713;376;249;145
714;376;249;139
715;376;249;135
716;376;249;0
717;375;222;0
718;383;221;0
719;407;241;0
720;407;241;0
721;380;225;0
722;380;225;0
723;380;225;0
724;371;240;0
725;371;240;0
726;371;240;0
727;371;240;0
728;371;240;0
729;371;240;0
730;371;240;0
731;371;240;0
732;371;240;0
733;371;240;0
734;371;240;0
735;371;240;0
736;371;240;0
737;371;240;0
738;371;240;0
739;371;240;0
740;371;240;0
741;371;240;0
742;371;240;0
743;371;240;0
744;371;240;0
745;371;240;0
746;371;240;0
747;371;240;0
748;371;240;0
749;371;240;0
750;371;240;0
751;371;240;0
752;371;240;0
753;371;240;0
754;371;240;0
755;371;240;0
756;371;240;0
757;371;240;0
758;371;240;0
759;371;240;0
760;371;240;0
761;371;240;0
762;371;240;0
763;371;240;0
764;371;240;0
765;371;240;0
766;371;240;0
767;371;240;0
768;371;240;0
769;371;240;0
770;371;240;0
771;371;240;0
772;371;240;0
773;371;240;0
774;371;240;0
775;371;240;0
776;371;240;0
777;371;240;0
778;371;240;0
779;371;240;0
780;371;240;0
781;371;240;0
782;371;240;0
783;371;240;0
784;371;240;0
785;371;240;0
786;371;240;0
787;371;240;0
788;371;240;0
789;371;240;0
790;371;240;0
791;371;240;0
792;371;240;0
793;371;240;0
794;371;240;0
795;371;240;0
796;371;240;0
797;371;240;0
798;371;240;0
799;371;240;0
800;371;240;0
801;371;240;0
802;371;240;0
803;371;240;0
804;371;240;0
805;371;240;0
806;371;240;0
807;371;240;0
808;371;240;0
809;371;240;0
810;371;240;0
811;371;240;0
812;371;240;0
813;371;240;0
814;371;240;0
815;371;240;0
816;371;240;0
817;371;240;0
818;371;240;0
819;371;240;0
820;371;240;0
821;371;240;0
822;371;240;0
823;371;240;0
824;371;240;0
825;371;240;0
826;371;240;0
827;371;240;0
828;371;240;0
829;371;240;0
830;371;240;0
831;371;240;0
832;371;240;0
833;371;240;0
834;371;240;0
835;371;240;0
836;371;240;0
837;371;240;0
838;371;240;0
839;371;240;0
840;371;240;0
841;371;240;0
842;371;240;0
843;371;240;0
844;371;240;0
845;371;240;0
846;371;240;0
847;371;240;0
848;371;240;0
849;371;240;0
850;371;240;0
851;371;240;0
852;371;240;0
853;371;240;0
854;371;240;0
855;371;240;0
856;371;240;0
857;371;240;0
858;371;240;0
859;371;240;0
860;371;240;0
861;371;240;0
862;371;240;0
863;371;240;0
864;371;240;0
865;371;240;0
866;371;240;0
867;371;240;0
868;371;240;0
869;371;240;0
870;371;240;0
871;371;240;0
872;371;240;0
873;371;240;0
874;371;240;0
875;371;240;0
876;371;240;0
877;371;240;0
878;371;240;0
879;371;240;0
880;371;240;0
881;371;240;0
882;371;240;0
883;371;240;0
884;378;220;26
885;377;226;49
886;378;218;41
887;378;218;24
888;378;218;31
889;376;227;169
890;377;226;98
891;376;229;107
892;372;234;60
893;364;256;179
894;364;256;172
895;364;256;169
896;364;256;166
897;364;256;153
898;364;256;87
899;364;256;96
